
2392596,6419684,12740,5580988,5239789,4157244,2359493,3742620,3734204,3886324,755056,2137872,2575982,2057080,3022020,3085701,3713683,0,3927526,4290303,2608623,1169908,3011979,205264,3866796,0,7201240,0,2295324,3330928,0,5047300,5425348,2359376,2770244,2359376,1079336,1567812,3976799,2100864,0,1144107,275321,538307,54651,58118,79294,142389,339646,242676,176117,452926,2463476,219964,618840,665355,58328,0,2068,829469,1781402,1179005,598603,691614,782330,47056,1443884,208690,197062,24616,0,734516,992305,2423159,614558,2407469,71424,355553,1280459,0,6,6,6,6,5,14,8,8,9,8,6,9,9,2,3,8,3,0,2,7,11,6,6,4,4,2,6,6,7,1,0,4,10,6,12,5,7,5,9,2,1
3099630,4081926,1948615,324134,2653729,89208,1388345,0,3278172,1553998,2634734,587194,1965412,1198038,2387317,3233620,1346699,1850908,1621359,2006364,377528,2825214,3066167,997184,2975693,2604400,2692551,952712,2806771,529428,2445705,1536590,3918073,3108566,2758945,3712110,3441743,3774021,2687958,4199479,7268,0,5376,0,63804,4704,7980,144207,67408,141947,48793,72305,44935,84351,205420,28948,170203,126744,98796,121847,228803,108427,14508,19488,108193,6480,45260,3408,83842,40841,80701,44784,120828,171915,205771,113781,72119,110082,100956,69796,14,8,7,1,26,5,11,7,22,7,18,5,18,6,6,22,12,11,3,10,7,5,6,5,6,13,5,6,9,8,6,4,16,6,18,8,7,4,12,6,1
2470819,344760,1258945,2118823,1387162,1612433,234052,1715873,1182530,0,2852466,1653156,4212,865416,0,1389541,1060604,1348486,1567456,1308944,151900,1077614,0,1903713,0,2238511,517024,2895855,0,3127163,2712069,2930484,809240,2694114,1955840,2083549,3914711,4146274,2954122,3252005,0,7908,0,0,6776,0,43620,33092,0,41254,0,0,37152,11185,0,10588,0,0,102280,160740,212682,82440,275539,108317,213746,156734,121080,82622,203843,205552,194700,180675,272348,124561,367932,199188,164984,110508,178181,74181,6,1,1,4,3,4,6,2,4,0,8,2,1,3,0,3,1,0,3,13,5,4,6,6,11,19,6,6,2,10,4,5,13,18,11,12,14,7,6,5,1
22404,22392,29141,28378,81453,7262,0,0,3952,8931,13895,0,0,124882,30364,6735,0,0,0,111435,105440,96062,24094,13432,7166,25409,52998,40214,48428,21478,33334,33872,52070,36335,43318,58077,34912,11259,22003,20307,26164,18392,32052,30936,65520,7212,0,0,5912,10988,6628,0,0,104312,30196,6696,66980,0,13167,55921,74149,80472,18345,13356,20980,33272,44975,38639,28080,45156,28258,15823,43383,11573,12114,0,0,0,0,4831,22,21,39,22,58,10,0,0,19,5,9,4,0,62,117,56,13,0,1,25,23,28,3,5,30,17,23,7,12,32,13,16,30,45,33,26,13,7,4,32,1
4141339,4583019,3127523,3082993,3626725,4962484,4949935,3977765,5560918,4034598,3701556,3385706,3181220,3354373,3367386,3248590,4632041,2526777,5995054,2297344,4538988,3492317,4256704,3145376,2725082,2737721,2651848,4188732,3672079,1939167,4712267,3844134,2368237,2681962,4185302,3717313,2030197,2221586,4207168,3662530,3798101,2793698,3307512,2175324,3503307,5711944,4234141,5167281,4434888,4047750,3723997,3648133,3883754,2451134,3565241,3357715,4414110,3581692,4968847,2326931,4580443,4560385,3212953,3583365,2284265,2645715,3110880,3674681,3663942,1930291,4696396,3822113,2356401,2753060,4241701,3634431,2053753,2245988,4218296,3678518,64,122,156,118,56,80,144,76,76,61,131,147,65,124,66,130,150,95,108,109,139,66,184,131,81,63,126,147,116,162,81,141,126,119,81,148,118,84,124,99,1
3187564,4073178,2146820,3623676,2950870,572514,387867,0,1245581,3409257,2327671,2983705,4483460,3041987,3696768,3537505,5528494,5279664,5244217,1741859,967286,2746212,3865165,3145391,3146267,1055519,2165588,2195876,1184919,4894873,3926883,1387815,1844807,2864509,3947018,4507991,2295367,3849221,4968379,4180866,3202212,4362004,1874345,3657098,2990917,576263,375807,3566,1279983,4245022,1449201,3589353,4957507,2751607,3658771,2899867,6604326,5100268,4427357,1843172,907604,2789838,3890261,3155717,3162425,1059150,2160882,2287857,1159718,4911119,3943950,1553914,1693968,3147055,3695428,4532762,2376842,4846625,4991097,3193757,100,76,99,109,98,8,30,14,132,129,74,134,110,121,194,77,104,96,117,119,24,149,99,78,83,23,70,106,118,85,95,35,108,110,93,84,74,89,122,121,1
1956847,2770471,486875,3536332,2041609,2194314,2094960,263812,976926,2274215,5342387,13766,4629784,5732948,3739870,3273224,522921,4239530,1489795,5053499,1233701,840998,4739960,2611704,3811104,787959,68130,3155048,2572754,3243204,2374850,996616,4530378,1894632,2296418,3798576,2105016,3108878,4441946,3804460,1926021,2887604,970504,3009865,2201210,2073003,2233299,1688918,5396944,40998,1919617,2835370,5911583,1676083,3489185,3303209,930798,4083186,1321134,5075830,1254460,1971104,4508245,2425746,3215296,792608,73856,3213017,2583132,3259724,2396809,1008220,4585227,1921233,2331263,3822268,2125131,4202192,3395989,4033550,98,89,86,90,80,68,38,73,42,104,91,24,77,165,105,99,39,133,75,80,101,66,153,122,109,22,21,144,121,54,103,42,123,69,160,90,2,127,134,95,1
5748385,1850478,1415849,3796846,2925280,3468416,3321698,2678318,4126913,4365445,2137590,799628,3161718,3756148,3880141,2080702,2540655,3256295,4722355,3360199,3126322,2394007,4329857,3075272,3384716,161003,0,3693591,4065812,2169518,2329494,1419042,3274235,1520071,4125395,1836520,756547,5380007,4268361,2593103,5563546,1874077,1410008,3775581,2963403,3487638,3870404,3678279,2651811,4394660,2231306,777074,3481105,3683811,3757160,2100485,2571606,3276605,4758316,3534393,3016061,2401658,4344809,3090634,3399790,191805,20424,5677052,2310636,1970293,2678882,1091207,3376777,1458348,4148108,1859317,1036719,5214576,4167959,2948726,80,57,84,68,107,111,65,94,185,132,147,58,243,114,163,110,84,87,161,129,95,33,100,100,120,53,38,93,57,111,63,17,76,53,87,76,67,99,89,110,1
4010964,936904,2636049,3769637,3299962,126588,639865,666480,26957,1693535,3070565,3401394,5218813,2611076,3713368,2237871,3554,934686,4493230,5368915,2999185,1207985,81421,5465667,7569125,3737620,691128,4276404,6129367,3675292,5646959,2399421,5886439,4803200,3118581,3334264,2479621,4723701,5738895,4429129,3710465,974445,2645413,4088048,3057197,131546,715051,627303,57261,1720054,3358981,3153521,5490577,2383212,3746355,2265844,0,1993475,3458429,5387252,3021230,1236454,187121,6743171,7287563,2699870,694100,5352001,6005533,2799404,5681472,2412044,6104337,4706841,3110503,3358394,2487069,4890796,5636048,4443754,74,42,144,156,114,31,47,103,11,104,137,54,82,110,128,90,3,48,91,115,114,113,97,76,96,63,15,139,99,153,140,99,110,139,104,97,76,134,97,100,1
4688598,154297,1343191,3813262,2698762,3444211,589800,2636499,5372867,2935366,2590489,1631897,4514178,3943700,1830746,4166657,1640924,2386318,2891248,1976361,3355398,2256416,4673260,4272039,2508492,823431,1472394,3206064,4130066,3782813,3079444,1358463,1567347,2383102,0,31946,0,2125215,2449860,3499420,4694178,166690,1728975,3455832,2680454,3476586,595389,3709794,4374935,2923403,2611443,2683509,3506683,3964780,1856082,5021595,906989,3099752,2247254,1868231,3437021,2199561,4790320,4193933,2542856,901962,1420936,3239348,4223739,3942504,2915517,1365282,1584550,2395467,0,33992,1460,3182472,1416838,3523619,73,49,49,58,137,89,68,96,60,128,98,9,47,112,130,78,45,162,180,90,78,41,75,91,127,38,47,146,147,122,69,55,85,65,1,19,0,57,164,94,1
5206307,1135455,4486433,2986476,1599651,4256705,1170905,3727494,4698924,3139976,2151069,80410,0,410452,522756,1074711,0,1403548,746338,1231605,923508,440473,1529,862812,158605,1458856,3509110,27812,736701,4435271,4776868,5097993,1774436,2160595,4975807,4194625,0,2623622,5338935,3911638,5224873,1139050,4847391,2677863,1626759,4282860,1968360,3278415,4405041,3154907,2170268,84010,1460,413672,721271,861558,921928,490858,752332,1241063,931420,448987,28564,869254,165441,1476378,3521403,34316,745007,4457358,5798720,4120089,1788854,2280500,4917546,4211371,26320,2732577,5238319,3948908,122,48,94,107,106,85,51,59,183,59,85,8,0,10,10,14,3,34,26,38,65,42,14,27,38,50,25,12,32,76,83,81,47,80,110,41,61,73,133,121,1
965039,2656968,205895,3878156,4049962,1594866,84705,1980066,924072,2275121,2248158,2629236,1284610,3943385,2452516,1240248,1631047,1662537,2048517,1925853,2767086,2255238,1543176,4090838,5668951,3452209,4226022,1484912,4185309,593958,1999851,2743239,469855,2470091,2890912,2024839,2601845,1312809,2382883,2570707,984703,2676871,1269432,2846164,4078628,1603744,1203139,947722,1260861,1976171,2274668,2651015,1499412,4371408,1805365,1247307,1667229,1667800,2061585,1944053,2865262,2338949,1771312,3792768,5689545,3485759,4758503,971586,4219384,623768,2011147,2768642,473173,2498385,2929384,2037522,2629908,1318106,2407227,3684848,115,94,28,68,130,43,39,51,82,64,96,82,56,74,103,51,120,21,79,78,100,147,43,101,96,129,93,52,115,69,103,149,77,117,120,93,113,43,105,128,1
2088262,3000432,3743,4284717,4086343,2205490,3227699,2078495,906553,1633688,1960388,0,874993,2104938,1906681,2055923,2699476,419076,3067684,3307043,3252033,3525038,1172470,3258267,2826889,1914315,3394070,26431,2951779,2864994,3108457,1167760,406435,3954013,2077677,3681128,3019596,1368256,2006268,3005968,1224059,2833271,13267,4294178,4125298,2226814,3349996,2124031,831972,1677511,1995330,53046,918680,2116198,1924581,2064731,2711163,424599,3078862,3325324,3263766,3550095,1181910,3279678,2857276,1925402,3405380,29865,2983030,3604129,2411218,1172041,425876,3986167,2097927,3711608,3041157,1396643,2011918,3156987,107,78,20,127,142,98,221,46,170,155,119,82,46,141,90,62,69,38,93,74,92,101,34,107,113,47,37,37,112,66,88,48,83,132,94,128,107,62,84,116,1
3554450,5106569,4137,4101118,3798928,4850854,1671134,3334636,2341906,960011,1929455,385020,0,2072188,3096362,1319654,1143377,9031,2939300,3491544,889162,1322864,3336511,3552152,3144045,5015812,2067641,348162,2552108,4823554,2215698,1412661,2329042,3638721,2005117,3161527,1162730,4294258,4087064,4776042,3573609,4990470,502557,3603803,3896675,4813872,1709306,3327332,2366838,1885033,1027804,396124,393040,2499329,2373506,1330553,1147976,8767,3740713,2707165,894723,1350081,3344938,3878464,2865110,5256578,1882140,349770,2716879,4703396,2237168,1423165,2397149,3618828,3197073,1982499,1693050,3786825,4121155,4790234,142,149,12,49,126,143,102,57,72,25,95,46,11,84,81,58,30,7,53,118,40,50,75,97,114,180,51,7,35,104,113,43,81,170,93,133,30,98,119,80,1
