-0.245265,-0.244737,-0.250719,-0.258912,-0.249529,-0.261686,-0.243267,-0.247979,-0.250300,-0.250346,-0.252449,-0.257461,-0.254293,-0.253779,-0.247304,-0.249105,-0.259371,-0.261996,-0.250471,-0.252248,-0.372175,-0.370912,-0.377232,-0.379336,-0.380262,-0.378776,-0.380265,-0.384688,-0.377330,-0.383156,-0.376142,-0.384268,-0.379564,-0.374565,-0.366416,-0.373404,-0.378590,-0.377738,-0.367177,-0.373384,-0.475644,-0.483314,-0.486273,-0.491821,-0.493841,-0.495173,-0.492012,-0.488520,-0.495694,-0.494158,-0.497193,-0.502118,-0.495091,-0.498894,-0.495542,-0.498916,-0.492960,-0.499226,-0.492441,-0.489742,1
-0.245265,-0.244737,-0.250719,-0.258912,-0.249529,-0.261686,-0.243267,-0.247979,-0.250300,-0.250346,-0.252449,-0.257461,-0.254293,-0.253779,-0.247304,-0.249105,-0.259371,-0.261996,-0.250471,-0.252248,-0.372175,-0.370912,-0.377232,-0.379336,-0.380262,-0.378776,-0.380265,-0.384688,-0.377330,-0.383156,-0.376142,-0.384268,-0.379564,-0.374565,-0.366416,-0.373404,-0.378590,-0.377738,-0.367177,-0.373384,-0.481137,-0.483314,-0.486273,-0.491821,-0.493841,-0.495173,-0.492012,-0.488520,-0.495694,-0.494158,-0.497193,-0.502118,-0.495091,-0.498894,-0.495725,-0.498916,-0.492960,-0.499226,-0.492441,-0.489742,1
-0.245265,-0.244737,-0.250719,-0.258912,-0.249529,-0.261686,-0.243267,-0.247979,-0.250300,-0.250346,-0.252449,-0.257461,-0.254293,-0.253779,-0.247304,-0.249105,-0.259371,-0.261996,-0.250471,-0.252248,-0.372175,-0.370912,-0.377232,-0.379336,-0.380262,-0.378776,-0.380265,-0.384688,-0.377330,-0.383156,-0.376142,-0.384268,-0.379564,-0.374565,-0.366416,-0.373404,-0.378590,-0.377738,-0.367177,-0.373384,-0.481137,-0.483314,-0.486273,-0.491821,-0.493841,-0.495173,-0.492012,-0.488520,-0.495694,-0.494158,-0.497193,-0.502118,-0.495091,-0.498894,-0.495725,-0.498916,-0.492960,-0.499226,-0.492441,-0.489742,1
-0.245265,-0.244737,-0.250719,-0.258912,-0.249529,-0.261686,-0.243264,-0.247978,-0.250300,-0.250345,-0.252449,-0.257461,-0.254293,-0.253779,-0.247304,-0.249105,-0.259371,-0.261996,-0.250470,-0.252247,-0.372175,-0.370912,-0.377232,-0.379336,-0.380259,-0.378767,-0.380265,-0.384688,-0.377328,-0.383152,-0.376138,-0.384268,-0.379564,-0.374565,-0.366415,-0.373402,-0.378590,-0.377738,-0.367177,-0.373384,-0.481137,-0.483314,-0.486273,-0.491821,-0.465124,-0.495173,-0.491836,-0.483431,-0.468363,-0.487474,-0.481328,-0.502118,-0.495091,-0.498894,-0.495725,-0.498916,-0.492782,-0.499226,-0.492441,-0.489012,1
-0.245264,-0.244737,-0.250719,-0.258912,-0.249529,-0.261685,-0.243266,-0.247979,-0.250300,-0.250345,-0.252449,-0.257461,-0.254293,-0.253779,-0.247304,-0.249104,-0.259369,-0.261996,-0.250471,-0.252246,-0.372173,-0.370911,-0.377232,-0.379336,-0.380260,-0.378776,-0.380264,-0.384688,-0.377330,-0.383154,-0.376141,-0.384268,-0.379564,-0.374565,-0.366413,-0.373401,-0.378589,-0.377733,-0.367175,-0.373384,-0.460080,-0.439483,-0.454315,-0.474645,-0.481890,-0.492448,-0.486729,-0.470626,-0.471691,-0.483464,-0.486733,-0.489987,-0.492481,-0.495982,-0.490412,-0.498741,-0.490465,-0.499226,-0.492441,-0.489559,1
-0.245264,-0.244737,-0.250719,-0.258912,-0.249528,-0.261685,-0.243266,-0.247979,-0.250300,-0.250346,-0.252448,-0.257461,-0.254293,-0.253779,-0.247304,-0.249105,-0.259370,-0.261996,-0.250470,-0.252248,-0.372175,-0.370911,-0.377230,-0.379336,-0.380260,-0.378775,-0.380265,-0.384686,-0.377329,-0.383155,-0.376141,-0.384268,-0.379564,-0.374564,-0.366416,-0.373402,-0.378590,-0.377735,-0.367177,-0.373384,-0.475827,-0.454152,-0.465431,-0.472717,-0.480820,-0.471919,-0.487434,-0.478670,-0.482554,-0.476613,-0.486035,-0.500039,-0.474382,-0.485428,-0.466591,-0.488932,-0.476745,-0.499226,-0.492253,-0.487186,1
-0.245265,-0.244737,-0.250719,-0.258911,-0.249529,-0.261686,-0.243266,-0.247979,-0.250299,-0.250346,-0.252449,-0.257461,-0.254293,-0.253779,-0.247303,-0.249104,-0.259371,-0.261996,-0.250470,-0.252248,-0.372175,-0.370911,-0.377228,-0.379336,-0.380261,-0.378774,-0.380264,-0.384684,-0.377329,-0.383155,-0.376142,-0.384268,-0.379563,-0.374565,-0.366415,-0.373403,-0.378589,-0.377738,-0.367175,-0.373381,-0.459164,-0.462105,-0.480889,-0.484109,-0.471724,-0.478822,-0.478806,-0.488356,-0.491139,-0.468258,-0.483769,-0.502118,-0.494917,-0.482699,-0.473737,-0.483852,-0.475854,-0.482369,-0.463153,-0.467836,1
-0.245264,-0.244737,-0.250719,-0.258912,-0.249529,-0.261686,-0.243266,-0.247979,-0.250299,-0.250345,-0.252449,-0.257461,-0.254293,-0.253779,-0.247303,-0.249104,-0.259371,-0.261996,-0.250470,-0.252247,-0.372175,-0.370912,-0.377231,-0.379336,-0.380262,-0.378775,-0.380264,-0.384686,-0.377326,-0.383155,-0.376142,-0.384268,-0.379564,-0.374565,-0.366415,-0.373402,-0.378590,-0.377738,-0.367174,-0.373381,-0.469418,-0.454682,-0.462652,-0.473418,-0.484566,-0.466287,-0.462959,-0.478670,-0.495519,-0.489145,-0.492834,-0.493800,-0.471945,-0.486338,-0.481983,-0.492961,-0.463915,-0.485178,-0.469724,-0.487004,1
-0.245265,-0.244737,-0.250716,-0.258912,-0.249529,-0.261686,-0.243266,-0.247978,-0.250300,-0.250345,-0.252449,-0.257461,-0.254292,-0.253778,-0.247304,-0.249105,-0.259369,-0.261995,-0.250470,-0.252248,-0.372170,-0.370909,-0.377232,-0.379336,-0.380261,-0.378775,-0.380264,-0.384686,-0.377327,-0.383156,-0.376142,-0.384267,-0.379563,-0.374563,-0.366416,-0.373400,-0.378587,-0.377737,-0.367175,-0.373383,-0.473080,-0.483314,-0.486099,-0.486738,-0.466551,-0.467741,-0.481095,-0.471283,-0.485007,-0.491652,-0.478539,-0.486175,-0.483257,-0.494708,-0.482166,-0.498916,-0.492782,-0.476937,-0.477985,-0.487369,1
-0.245264,-0.244737,-0.250719,-0.258912,-0.249529,-0.261686,-0.243265,-0.247979,-0.250300,-0.250346,-0.252449,-0.257461,-0.254293,-0.253779,-0.247303,-0.249105,-0.259371,-0.261996,-0.250471,-0.252248,-0.372175,-0.370912,-0.377232,-0.379335,-0.380261,-0.378776,-0.380260,-0.384688,-0.377329,-0.383155,-0.376142,-0.384268,-0.379564,-0.374565,-0.366415,-0.373404,-0.378590,-0.377738,-0.367176,-0.373383,-0.464658,-0.475361,-0.464389,-0.459923,-0.469048,-0.473009,-0.491836,-0.473253,-0.474670,-0.471767,-0.468427,-0.494320,-0.487086,-0.495982,-0.495542,-0.498916,-0.487793,-0.478623,-0.466908,-0.473313,1
