
52853,141377,444607,2467947,2867614,24137,863481,691121,74421,10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,179834,269815,572989,2661117,2930489,151006,1057523,817638,138616,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,70,46,54,57,26,63,61,64,25,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,1
141377,444607,2467947,2867614,24137,863481,691121,74421,10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,269815,572989,2661117,2930489,151006,1057523,817638,138616,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,46,54,57,26,63,61,64,25,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,1
444607,2467947,2867614,24137,863481,691121,74421,10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,572989,2661117,2930489,151006,1057523,817638,138616,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,54,57,26,63,61,64,25,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,1
2467947,2867614,24137,863481,691121,74421,10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,2661117,2930489,151006,1057523,817638,138616,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,57,26,63,61,64,25,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,1
2867614,24137,863481,691121,74421,10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,2930489,151006,1057523,817638,138616,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,26,63,61,64,25,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,1
24137,863481,691121,74421,10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,151006,1057523,817638,138616,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,63,61,64,25,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,1
863481,691121,74421,10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,1057523,817638,138616,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,61,64,25,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,1
691121,74421,10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,817638,138616,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,64,25,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,1
74421,10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,138616,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,25,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,1
10423,1988452,37648,1641,0,0,3151296,9332978,0,0,871476,9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,76315,2049942,103588,2953276,9588796,0,0,0,207432,15667444,1756481,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,21,30,12,24,0,0,1,13,11,0,1,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,1
